아주대학교,http://www.iajou.ac.kr/main.do
서울대학교,https://admission.snu.ac.kr/index.html
충북대학교,https://ipsi.chungbuk.ac.kr/html/intro/intro.html
연세대학교,https://www.yonsei.ac.kr/sc/admission/admission.jsp
고려대학교,http://oku.korea.ac.kr/
경희대학교,http://iphak.khu.ac.kr/main.do
